id,target,s_label,source,t_label
711,"however , the waitress was very rude .",1,"our waitress was the best , very accommodating .",0
712,"the menu is simple , but it does n't matter what the menu represents .",1,"while the menu is simple , what it does offer is truly first-rate .",0
713,"if you value good value , do not get here .",1,its not cheap but you get good value here .,0
714,"i went here for breakfast , breakfast , and dinner - both were terrible .",1,"nice menu , good prices , great service - for both dinner and breakfast !",0
715,"on top of that , they were n't on the food .",1,"good food , great prices on wings on tuesdays .",0
716,the service was good but the place was busy .,1,the place was busy but the service was excellent !,0
717,the food was just as good as i ordered to go back .,1,tonight though i ordered to go and the food was just as good .,0
718,this place has some bad food for me .,1,this place has some great food .,0
719,the two women behind the front desk are so kind of follow up .,1,the two gentle men up front are always so kind .,0
720,"on top of the food , the chips , salsa , salsa , etc .",1,"the salsa is great , the fish top notch , the drinks just excellent .",0
721,i feel like i 'd have to give this place a legitimate name .,1,i like this place so much i have actually inquired about purchasing a franchise .,0
722,the seafood enchiladas were n't the best .,1,and the seafood enchiladas were great !,0
723,i could n't eat the bread and it made me sick all day .,1,the bread is definitely home made and i could probably eat it all day .,0
724,"the portions were good , but the food came out hot and cold .",1,"the portions were huge , the food came out hot , fresh and good .",0
725,"the food was ok , but it 's a bit on the pricey side .",1,a bit on the noisy side but the fresh food makes up for it .,0
726,the setting and setting were $ _num_ .,1,ambiance and setting were superb .,0
727,it was cooked to perfection and cooked to perfection .,1,pizza was cooked to perfection and fast !,0
728,i took my wife there and she gave me a panic of <UNK> .,1,our bartender erik took care of my fiance and i very well .,0
729,the girl who works there is so rude when i called it .,1,everyone who works there is always so happy and friendly .,0
730,i ordered the cornbread appetizer which i ordered from the cornbread .,1,i love the cornbread appetizer .,0
731,i ordered huevos rancheros and it was the huevos rancheros .,1,ordered the huevos rancheros and it was delicious !,0
732,the customer service in this location is terrible !,1,the customer service in this location is great !,0
733,i also ordered a pan fried shrimp which is not a spider .,1,the firecracker shrimp and duck is also always a winner .,0
734,the waitress was n't able to match .,1,service was wonderful to match !,0
735,the service is slow and slow .,1,the service is friendly and attentive .,0
736,terrible service and terrible food !,1,great food and awesome service !,0
737,this place kicks ass ass ass ass .,1,this place still kicks ass .,0
738,i ordered biscuits and gravy for a side of biscuits and gravy .,1,biscuits and gravy are a great breakfast item too .,0
739,i went there with a manager and the rest of the team was miserable .,1,always a great experience there with the owner and the rest of the team .,0
740,i walked out of this place for a membership .,1,well worth searching out this gem .,0
741,my husband and i went here for our anniversary last night .,1,my husband and i enjoyed our 3rd anniversary here .,0
742,the course is in a golf course that is n't even worth walking distance .,1,this is a golf course that is tucked away it is in great condition .,0
743,there were _num_ flights in my party which was delish .,1,plus my sparkling wine flights were delish !,0
744,"the pies are ok , but the cheese pies are horrible .",1,pricy but the cheese pies are delicious !,0
745,the salmon was really dry .,1,the bbq salmon was good .,0
746,the brie brulee was one of my favorite brunch places in the desert .,1,the best part of my thanksgiving dinner by far was sweet cakes pecan pie .,0
747,the steamed veggies are just their steamed veggies .,1,even their steamed veggies are amazing .,0
748,"if you 're looking to be a must , this is a must .",1,this place is a must go if you 're a bride to be !,0
749,"the flavors of flavors were n't very unique , either .",1,"excellent combination of flavors , very unique .",0
750,the shredded beef ribs are a must have ruined .,1,mustard beef ribs are a must .,0
751,my husband had the carne asada burrito and it was not very flavorful .,1,i had the burger once and it was juicy and very flavorful !,0
752,i wish i had the lowest experience possible as followed .,1,i rate the experience as followed .,0
753,when you order the sauce they argued with everything else is wrong .,1,always order the tzatziki sauce with everything you get !,0
754,the meal was bland and very salty .,1,my meal was very satisfying and flavorful .,0
755,i wo n't be going back on the menu if you like anything else .,1,try anything on the menu and you will be glad you came in !,0
756,it was a watered down martini to a martini .,1,bartender made a great dirty martini !,0
757,my daughter is a <UNK> girl ( $ _num_ ) .,1,omg carlsbad tavern is awesome !,0
758,"other than that , it 's not that great .",1,"other than that , it 's great !",0
759,i had to spend my trip to pittsburgh on the recent trip .,1,best breakfast i had on my recent trip to scottsdale .,0
760,she was very rude and could not accommodate a person .,1,extremely attentive and genuinely a good person .,0
761,"the food is basic , tastes like it 's a typical italian food joint .",1,"it 's basic , traditional , mexican food that is homemade and tastes great .",0
762,it was very bland and flavorless .,1,food is very fresh and amazing !,0
763,"on top of that , the servers were friendly and the atmosphere was weird .",1,"the environment was cozy , the servers were friendly and on top of things .",0
764,the tacos were pretty good .,1,fish tacos were pretty good .,0
765,this is hands down the worst dental office i have ever worked in .,1,absolutely hands down the best dentist office in the east valley !,0
766,they are all very rude .,1,they are all very friendly .,0
767,when i arrived to pick up my car i realized he looked so badly .,1,he always looks gorgeous and is so happy when i pick him up !,0
768,my wife and i eat here often and avoid this place .,1,i love italian and i eat here often .,0
769,the food is just average .,1,quality of food is fantastic .,0
770,the hostess was very rude and my waitress was nice and apologetic .,1,the service was excellent and my hostess was very nice and helpful .,0
771,probably the worst bar in town .,1,the best bar in town .,0
772,i do n't know what they are doing a good job .,1,they are always doing a good job .,0
773,the tech was not a nail tech .,1,russ was a well qualified tech .,0
774,"when we come into this place , we get the hell out .",1,"when we get into town , this is the first place we come !",0
775,"if you 're looking for something , you 'll get screwed with it .",1,"thank you fiesta , lunch with you is always good .",0
776,they also have the worst price in the area in the area .,1,they also are the best price in the area .,0
777,the chile relleno are just ok .,1,green chile chimis are fantastic .,0
778,i paid $ _num_ for the repair .,1,thanks for the perfect repair .,0
779,"the food , atmosphere , atmosphere .",1,"casual atmosphere , upscale food .",0
780,i went here last night and it was a horrible night .,1,had dinner here last night and it was great .,0
781,the marinara sauce is so bland .,1,the marinara sauce is so flavorful .,0
782,they are so rude and accommodating .,1,they are incredibly nice and accommodating .,0
783,the food was top notch and the service was a bit of a disappointment .,1,the service was top notch and the food was a bit of heaven .,0
784,"it can be pricey , but it is n't worth it .",1,"it can be pricey , but it is really worth it .",0
785,"they were rude , but the food was n't excellent .",1,"wonderful staff , wonderful food , excellent prices .",0
786,the cheese curds were terrible !,1,portions n prices were great !,0
787,we were having a group of our family there but nothing was an issue .,1,every person enjoyed themselves and there was nothing but praise from our entire group .,0
788,the food is not persian to persian .,1,outstanding persian food not to mention service .,0
789,no thank you for a fabulous evening for me .,1,thank you for a fabulous evening !,0
790,she did n't care about my daughter .,1,my daughter received great care .,0
791,"i called over the phone , and they fixed the phone call promptly .",1,"thorough , reasonably priced and they answer the phone when called promptly .",0
792,they were very rude and apologetic .,1,they were very friendly and apologetic .,0
793,the wine list was the worst part .,1,the wine list was the best part .,0
794,there 's a much better option than the pv club area .,1,it 's a much better option than the club scene .,0
795,i ordered the carne asada burrito and it was cooked over cooked .,1,i ordered the carne asada steak and it was cooked perfectly !,0
796,this location gets worse with the location though .,1,that comes with the smaller location though .,0
797,i want to drink a beer place to go .,1,fun place to go drink beer .,0
798,i am very disappointed that i felt like i was treated for her .,1,it is very very family oriented and we loved that too !,0
799,the sides were n't the same .,1,even the sides were great .,0
800,she did n't cut my hair and did an amazing job on my hair .,1,she did an amazing job on my color and my cut !,0
801,the owner is very rude and the owner is a total jerk .,1,the owner is a hoot and the facility is very accommodating .,0
802,next time i 'm in town i will never come back .,1,totally will come back next time i 'm in town .,0
803,the driver was courteous and professional .,1,he was both professional and courteous .,0
804,this is one of the worst golf courses in the area .,1,this course is one of the finest in the area .,0
805,i 'm gon na get out of this store if it 's free .,1,if you 're into that sort of thing stop by and check it out !,0
806,i do n't get the slices to eat here for lunch .,1,i enjoy coming here for lunch to get the slices .,0
807,this is by far one of the worst hotels in the phoenix area .,1,it is a half a day trip from phoenix area .,0
808,i really hate the vibe of this place .,1,love the vibe of this place !,0
809,the staff there are all super rude and on top of their jobs .,1,the staff are all super friendly and on top of there jobs .,0
810,the bread was also very dry .,1,corn bread was also good !,0
811,they were very slow and over priced .,1,food super and well priced .,0
812,i saw the black rock on the bottom .,1,they loved the rock climb .,0
813,i think it 's better than a chinese sub and some of the better .,1,super tasty and a much better deal than the chain sub joints .,0
814,by far the worst experience i have ever had in a auto shop .,1,by far the best experience i have ever had in a auto shop .,0
815,i am not happy with my decision to come here again .,1,so happy with my decision to go here .,0
816,the music was pretty loud and they played videos playing music videos .,1,it was pretty inexpensive and they played good music videos .,0
817,there was no ice cream in the ice cream ( it 's vintage ) .,1,very throwback atmosphere ; vintage ice cream parlor .,0
818,i could sit at the bar and eat the small plates .,1,sit at the bar and eat the small plates .,0
819,the grounds are not very clean .,1,the grounds are always very clean .,0
820,i just walked away from the office to the dealership at a wedding .,1,i just returned from a delightful stay at the camelback .,0
821,"i ordered an enchilada , shrimp , shrimp and shrimp .",1,"a steak , shrimp and an enchilada .",0
822,i went above and beyond to go back .,1,they go above and beyond !,0
823,i 've been here several times and each time i 've been disappointed .,1,i 've been here several times and every time has been great .,0
824,i did n't even realize that my recent visit was due to the monterey .,1,the good news that my vision had improved made the visit even better .,0
825,this place is a dump and does n't seem to get rid of it .,1,it is such a cool little place to relax and get swanky .,0
826,i would recommend to anyone who know where to be in their industry .,1,we recommend imports & american auto service to everyone we know .,0
827,"the girls at the counter are not very friendly , and really pushy .",1,"the girls are very attractive and really friendly , not pushy at all .",0
828,the people working there are very rude and do n't care .,1,its quiet and nice people are here .,0
829,i have n't eaten here since i moved home in the az area .,1,took home the most delicious white pizza since living here in az .,0
830,this place has the same king sauce that lasted over three years ago .,1,after eating several other gyro place kings still has the best sauce .,0
831,the food was n't even better and the service was better .,1,service was great and food was even better .,0
832,the staff were rude and never apologized .,1,suzanne and her staff were excellent !,0
833,all in all pretty bad .,1,all in all pretty good !,0
834,"very rude , rude , and honest .",1,"fast , friendly and honest service .",0
835,"the service can be iffy , but their food ca n't be beat .",1,"great food , great service , their catering can not be beat .",0
836,one of the worst pork chops i 've ever had .,1,i had the best pork belly here ever !,0
837,i can not tell how fresh the ingredients are .,1,you can tell how fresh the ingredients are .,0
838,i 'll never go back here again .,1,i 'll definitely go back here again .,0
839,"this is not a good value , and i do not recommend this place .",1,"coupon or not , this place is extra nice and a very good value .",0
840,this is probably the worst seafood joint in town .,1,this is the best seafood joint in town .,0
841,keep up the bad work !,1,keep up the amazing service !,0
842,"every time i go here , i 'll get food poisoning .",1,"every time i crave mexican food , i go here !",0
843,my husband had the ribs and pepper ribs were very tender .,1,my dr pepper ribs were excellent and very tender .,0
844,the staff is super rude and always unhelpful .,1,everyone is always super friendly and helpful .,0
845,"when it finally cooked , it was cooked , hot and gross .",1,"it 's hot , cooked perfectly , and delicious !",0
846,not the best mexican food in all of the world .,1,travel all around the world and know indian food well .,0
847,i went to this location for a meeting tournament with _num_ people .,1,very nice location for weekend volleyball tournaments !,0
848,i have been here a few times to see what i wanted .,1,", to name a few shows we have seen here .",0
849,i will not be bringing my food here for the entire family .,1,enjoy taking my family here always the freshest sea food .,0
850,the owners were rude and the food was just ok .,1,friendly owners and staff and delicious food !,0
851,i do n't even know where to be in the valley .,1,they will even deliver to the school !,0
852,it still is still not the greatest .,1,ron is still the greatest .,0
853,i mean i was a little disappointed with this restaurant and absolutely no food .,1,family owned little and i mean little restaurant with absolutely amazing food .,0
854,no selection of meats and cheeses .,1,decent selection of meats and cheeses .,0
855,i ordered the gyro with grilled cheese sauce ... that was not good .,1,had the normal gyro sandwich with their sauce ... very good .,0
856,this was one of the worst experiences i 've ever had at any restaurant .,1,i just had probably one of the best restaurant experiences i 've ever had .,0
857,the green corn tamales were green corn .,1,best green corn tamales around .,0
858,the only thing they serve is how they are there .,1,everything they serve there is wonderful .,0
859,i ca n't wait till _num_ minutes to check in the kitchen .,1,fun to watch the kitchen in rush hour .,0
860,"the drinks were well kept , and the place was dirty .",1,"place was clean and well kept , drinks were reasonably priced .",0
861,"the employees are rude and unhelpful , which is not my first thing .",1,"the employees always remember me and my dog , which is very nice .",0
862,i will never come back to this location as a kid .,1,we love to come as a family .,0
863,i also tried to find my apartment which is hard to find .,1,they also found my apartment which is pretty hard to find .,0
864,"she was rude , helpful , and sarcastic .",1,"very helpful , hospitable , knowledgeable , and informative .",0
865,it was a very disappointing experience in the middle of a residential part .,1,it 's located in a great part of scottsdale and was really accommodating .,0
866,but it 's worth checking out .,1,but it 's worth seeking out .,0
867,"the service was slow , and they just took my order wrong .",1,"super friendly staff , quick service and amazing and simple food done right !",0
868,the employees at the counter are very rude and there are no other customers .,1,great prices and the associates there are all very customer friendly and helpful !,0
869,"when i got my flip flops , i was missing sugar on the sugar .",1,"and i had my sugar bowl favorite , the top hat sundae !",0
870,"the prices are decent , too .",1,"great prices , great selection .",0
871,the food was not good .,1,very good food and service !,0
872,this is the worst yarn store in the area of the area .,1,this is the best yarn store in the metro area .,0
873,went here for lunch and they were terrible .,1,great lunch specials and awesome staff .,0
874,my last bite i have enjoyed every bite .,1,and have enjoyed every last bite .,0
875,"i do n't get what i order , no matter what is wrong .",1,food is always amazing no matter what i order .,0
876,they were extremely slow and over priced .,1,they were extremely friendly and reasonably priced .,0
877,they have parts of parts and accessories for sale prices .,1,good selection of parts and accessories and reasonable prices .,0
878,the food here is very bland and not authentic .,1,the food is great here and very authentic .,0
879,"very low prices , low quality food , and an old school vibe .",1,"great food , low prices , and an authentic mexican cantina vibe .",0
880,"i think , it would take out of this place .",1,"this place offers solid , delicious take out .",0
881,it 's a waste of time and i wo n't go back .,1,it 's a whole new experience and new flavors each time you go .,0
882,i have been going to this school for years and will never be back .,1,myself and family / friends have been going to them for years !,0
883,i 've purchased several items on the menu which made my last visit .,1,they 've added some new items on the menu since my last visit .,0
884,they are very rude when you walk out and asked for it .,1,they bring it out front for you and are very helpful .,0
885,i went to watch games to watch games and a tv with no tvs .,1,great place to go for games with multiple tvs and a lively crowd .,0
886,the clothes are returned in my condition of my clothes .,1,all of my clothes are returned in sparkling condition !,0
887,the veal dishes were some of the worst i 've ever had .,1,one of best veal dishes i 've ever had and reasonable prices .,0
888,"i ordered a plate of fried rice , which was not good .",1,"the food was good , steak bites and hummus plate a must .",0
889,this is by far the worst pizza i 've ever had as well .,1,as far as pizza goes this ranks with the best i 've ever eaten .,0
890,the food and service was bad .,1,really good service and food .,0
891,the sandwiches were really dry .,1,their sandwiches were really tasty .,0
892,it was loud and a lot of fun .,1,always a fun and friendly atmosphere .,0
893,i 'm not a regular customer customer service at this location .,1,i 'm a regular drive-through customer at this location .,0
894,i 've never had anything like anything but i 've never had it .,1,it was so delicious ; i 've never had anything like it !,0
895,needless to say i will never be back again .,1,definitely something i will have again !,0
896,i ordered a california burrito burrito which was a burrito .,1,the california burrito was also a great burrito .,0
897,the woman who answered my phone was very rude and not helped me .,1,the woman who helped me today was very friendly and knowledgeable .,0
898,"the service was lousy , and the food was not worth the value .",1,"the service was great , food delicious , and the value impeccable .",0
899,the drinks were on the menu and the food .,1,loved the menu and the drinks .,0
900,"i 've been to this location for _num_ , _num_ , and simple .",1,"pei wei has fair prices , fast service , and wonderful outdoor seating .",0
901,it was a terrible experience .,1,it was a great experience !,0
902,he made a comment of making sure he was riding a sarcastic visit .,1,his humor makes a routine visit entertaining .,0
903,i will keep coming back to this place .,1,love this place and will keep coming back .,0
904,the staff was extremely rude and completely ignored us when we were seated right away .,1,we were sat right away and every staff member was extremely friendly and happy .,0
905,i would not go back and would recommend to friends .,1,will definitely go back and recommend to friends .,0
906,the buffalo chicken is really small .,1,their small calzone is really gigantic !,0
907,the food is also very bland .,1,the food is also very good .,0
908,we also had the ice cream with ice cream and they were terrible .,1,the margaritas were also tasted and the churros with ice cream was also outstanding .,0
909,i would n't recommend the ahi tuna roll .,1,i highly recommend the ahi tuna .,0
910,"she was kind , understanding , and understanding .",1,"she was so patient , kind and understanding .",0
911,"the pizza is decent , but the pizza is n't even better .",1,"heck , even the pizza is decent .",0
912,it was very bland and not cooked to perfection .,1,cooked to perfection and very flavorful .,0
913,the crew was very rude and accommodating .,1,the crew was very friendly and accommodating .,0
914,i ordered the cucumber salad here and i had the tuna salad .,1,the sushi here is great and i love the cucumber salad .,0
915,if you are looking to walk out this is your place to avoid .,1,if you are looking to walk out transformed this is your place !,0
916,"she did n't cut my hair with me , which looks like skin .",1,"she chose a great color that looks incredible with my skin , too .",0
917,do n't waste your money to this sports bar .,1,a great place to watch sports !,0
918,"i think this is a little greasy , but my favorite pizza in chandler .",1,"this cute little pizza , salad and pasta place in east chandler is great .",0
919,it 's like hitting the wall in the wall that is n't cool .,1,the art in the alley behind it is cool too !,0
920,i guess i 'll limit this place on a regular basis for queen creek .,1,but being a tucson native this place brought nostalgia via my tastebuds .,0
921,worst chicken parmesan i have ever had .,1,best chicken parmesan i have ever had .,0
922,the service there was terrible .,1,customer service was great there .,0
923,went to catch up a game and catch some people on the tv .,1,fun place to catch a game on tv and catch up w/ people .,0
924,the food was bland chinese food .,1,most delicious authentic chinese food !,0
925,the chips and salsa were way too salty .,1,the chips and guacamole were excellent too !,0
926,you can sit outside when you sit outside that is n't .,1,this place is wonderful when you can actually sit outside .,0
927,it took a few days to be dropped off after a movie of mine .,1,a great little spot to throw back a few beers after a rough day .,0
928,i would not recommend this place to others .,1,i definitely recommend this place to others !,0
929,the food was better than the price and it was n't even better .,1,well the food was great and the price of it was even better .,0
930,my friend ordered the veal parmigiana and it was one of the worst parts .,1,i took the waiter 's recommendation of the veal carolina and it was super !,0
931,the service was very slow and they could n't help .,1,super good deals and very friendly staff .,0
932,i 've had their lasagna and its the worst ive ever had .,1,tried their lasagna and its the best ive ever had .,0
933,this place is dirty and not much fun .,1,this place is edgy and fun .,0
934,i did n't see a seat to see how long this place is .,1,fantastic place to see a show as every seat is a great seat !,0
935,my wife and i absolutely did n't know what she was doing .,1,she was absolutely fantastic and i love what she did !,0
936,it may be crowded on thursday hour but not happy with the crowd .,1,the happy hour crowd here can be fun on occasion .,0
937,the service was not very good .,1,very busy but very good service .,0
938,do n't take out of town or eat here .,1,best take out or eat in sushi !,0
939,i had a bad experience from start to finish every time i start .,1,i have had a great experience every time from start to finish .,0
940,he is very rude and cares about his customers for his patients .,1,he is very thorough and genuinely cares for his customers .,0
941,i do n't know how much he can give you an attitude .,1,"plus he has amazing prices , how could you not go ?",0
942,the staff on the ball are very rude and condescending .,1,the staff are very friendly and on the ball .,0
943,i had a glass of grease that were still dripping by grease .,1,all had that satisfying grease flavor that washed down well with beers .,0
944,i walked in and got a seat right away and walked away .,1,i was a walk in and got helped right away !,0
945,when you sit in the bar they have no bartender in the bar .,1,if you sit in the bar they have the best bartender in town .,0
946,i would not recommend this shop .,1,i highly recommend this shop .,0
947,the staff is rude and dismissive .,1,their staff is knowledgeable and informative .,0
948,"i try to give this place a try , with lots of coworkers .",1,"it is a cool place , with lots to see and try .",0
949,"they were rude , slow , and they are super rude .",1,"they are super friendly , very helpful , and amazingly quick !",0
950,i got my car washed and it looked like it was done .,1,i got my car detailed here and it looked amazing !,0
951,the doctor is so kind and gentle and ruined my skin .,1,dr. hall is so kind and gentle .,0
952,"i had to get a box box , it was n't big enough .",1,"i had to box it up even , such a huge portion .",0
953,the food was n't great at all .,1,the food all looked great .,0
954,the menudo is just not worth the wait .,1,the menudo here is perfect .,0
955,the fish was crispy and the fish was very dry .,1,the crispy mango fish was very tasty .,0
956,"the drinks are awful , and the desserts are just awful .",1,"now the food , drinks , and desserts are amazing .",0
957,the carne asada burrito is just ok .,1,the carne asada burrito is awesome !,0
958,this is the last night date night or date night .,1,this is the perfect date night .,0
959,not a lot of games to play games .,1,nice selection of games to play .,0
960,the grilled artichoke grilled chicken are over cooked .,1,the grilled artichokes are wonderful !,0
961,"i ordered the chocolate cake pudding , which is almost too much butter .",1,the adovada is hot but wonderful and the chocolate bread pudding is amazing .,0
962,do n't waste your time and money and spend your way to relax .,1,fun and inexpensive way to enjoy and relax your day .,0
963,i will not be back and i wo n't be back .,1,i loved it and will definitely be back !,0
964,"when we arrived at the door , they screwed up our reservation .",1,got screwed at bar that we made reservations at next door .,0
965,the manager was rude and unprofessional .,1,very friendly staff and manager .,0
966,i cut my hair color and she cut my hair color pale .,1,love my cut and color and sage is amazing !,0
967,i spent hundreds of dollars for two of my daughters .,1,wide spectrum of ages and races .,0
968,i was shocked at the restaurant and had a blast for the food .,1,had a blast and the food at their restaurant was excellent !,0
969,no cost - no cost - no cost !,1,at no cost - great service !,0
970,i ordered a steak burrito with fries and it was really bland too .,1,their steak & salsa burrito was very very good and really big too .,0
971,the chicken tacos were ok with no flavor .,1,blue corn tacos with chicken were excellent .,0
972,i could n't eat any flavor to eat and no flavor .,1,plenty to eat and amazing flavor .,0
973,the next day i 'll add my debit card to the <UNK> .,1,i definitely will return to the roaring fork !,0
974,i will not stay here again with all day .,1,it will stay with you all day .,0
975,the hummus was flavorless and the pita was bland .,1,the hummus is ridiculously creamy and delicious .,0
976,not a place for a romantic dinner or dinner .,1,good place for a romantic dinner !,0
977,the owner treated us like he was out of his way .,1,the owner knows us and treats us very well !,0
978,needless to say we will not be back since i 'm in az .,1,i can honestly say i am so glad we will be moving to az .,0
979,the mac and cheese burrito was green chili cheese .,1,the green chile mac and cheese was incredible !,0
980,i would not recommend auto body auto body repair .,1,i highly recommend impact auto body .,0
981,"poor quality , poor customer service .",1,"great quality , great service .",0
982,i think i could get the bacon sandwich and its the same time .,1,and i get the gyro sandwich every time and its the best .,0
983,i would not recommend this bakery .,1,i highly recommend this bakery !,0
984,i do n't like their passion and passion their food .,1,love their food and their passion .,0
985,"i would n't recommend this salon , and i 'm not seeing the stylist .",1,"i highly recommend this salon and the wonderfully talented stylist , angel .",0
986,i have been craving a lot of sushi for _num_ years .,1,they have a lot of choices for sushi lovers !,0
987,"bottom line , no line for the price .",1,"reasonable price , bottom line guaranteed .",0
988,the tortillas are not so good .,1,homemade tortillas are so good !,0
989,not worth the price and the prices were n't worth it .,1,the prices were the best and worth it .,0
990,"terrible food , terrible service .",1,"amazing food , great service .",0
991,this was the worst i have ever had !,1,this was the best i have ever had !,0
992,this is one of my favorite courses in scottsdale for a long time .,1,this is one place in scottsdale casual dress is acceptable .,0
993,i also like the fact they squeezed orange juice that tasted like juice juice .,1,i also like the fact that they have fresh squeezed orange juice .,0
994,the spider roll is my favorite item on my platter .,1,the octopus sashimi is my favorite !,0
995,"i think this is a b of july , especially for delivery .",1,"this is a fantastic location , especially because of teresa m !",0
996,i was very disappointed with their service .,1,i was pleased with their service .,0
997,the food is so bland and i could n't get the price for it .,1,you get so much for the price and the food is fresh and delicious .,0
998,they are so greasy and soggy .,1,they are so fresh and yummy .,0
999,the salads were soggy and crispy .,1,the salads were fresh and crispy .,0
