id,target,s_label,t_label,source
503,"trey gowdy hoops , defund obamacare , hashtag willoughby , obama care , ted cruz , senator paul ryan , i have been watching that it is time !",1,0,"kathi harrington- hoops , tonya willoughby , linda rudawski , linda kauffer , jessica shafer , kalyndi s. r. martin - i thought this was great !"
504,"marsha , please get rid of the rightfully of the masse spending , a lot more time to his essays , the debt ceiling .",1,0,"hmmmm , looking back on majority of the mass shootings , one certain aspect keeps raising its head , mental health issues ."
505,"now , please stop your vote for boehner .",1,0,today let 's start your campaign for 2020 .
506,stop obamacare,1,0,stop class discrimination
507,"don &apos;t busters of the republican party , but people who are going to get rid of the people to do and stop the soap to be marier .",1,0,"not unbiased nonpartisan investigative committees , but those so afraid of a women 's right to choose and americans right to marry whom they want ."
508,this is why the republican party has been impeached .,1,0,that is precisely why the electoral college was created .
509,"i am sure , as well as the american people , all of the people , and transform the constitution , to get rid of the house , to vote for betsy devos , to get rid of money , to stop the debt ceiling , and obama care .",1,0,"i , as a proud american , stand with the people , all the people , and will come to answer the call , voting progressive blue , voting for bernie sanders , restoring common sense , decency , fairness and equal justice for all and not the selfish few ."
510,"trey gowdy mccaskill , please tell you are in our prayers and our constitution .",1,0,"sen. claire mccaskill , please know you are in our thoughts and prayers during this time ."
511,"every day , obamacare is going to the senate , he &apos;s going to get rid of the beware of our country mundane .",1,0,"every day bannon sits in the white house , he undermines the most fundamental tenets of our society ."
512,why don &apos;t you stand up for these people of congress who have been doing you a lot to get rid of funds for the american people ?,1,0,why not donate whatever money these drug companies gave you to a fund to help get prescriptions for poorer people ?
513,"conservatives are going to be impeached for the debt ceiling , but the overreach of the house &apos;s ann??e can &apos;t do something about it .",1,0,"the rates would be locked in for that year 's loan , but each year 's loan could be more expensive than the last ."
514,i am so disappointed to see that you would have a lot of time on the debt ceiling .,1,0,i am so happy to hear you 're having a change of heart about gun control legislation .
515,"when is congress and the republicans going to do something about a lot of what &apos;s as well as the constitution , obama care and la ?",1,0,"when will dayton and the democrats begin to deal with real problems like unemployment , racist discrimination and poverty ?"
516,senator mccain &apos;s future for the president ! ! !,1,0,senator bernie sanders for president ! !
517,"your support of obamacare is going to be impeached with the sanders , but you have been weneedchange .",1,0,your progressive history would appear to align with sanders ' yet you 've remained neutral .
518,we need a third party - obama to do this .,1,0,we need a bernie - warren ticket to win this .
519,this administration is so well and is going to the american people as well !,1,0,this legislation is so important and gives families so much hope !
520,the republican party is going to do something about it .,1,0,the democratic party is too far gone to be saved .
521,"trey gowdy is being playin &quot; : rand paul is lyin &quot; : - ) rand paul &apos;s jokin &quot; , - )",1,0,kasich is playin ' : -d hillary is lyin ' : - ( bernie is jokin ' ; - ) trump is right !
522,please reconsider you and keep up the good work and the people .,1,0,please get to work and keep protecting the middle class and the poor .
523,thanks mia love .,1,0,thank you louise slaughter .
524,and more people of his administration are doing the government .,1,0,and most of their drugs come from the us anyway .
525,"congratulations mia , we are praying for you to do something about you .",1,0,"congratulations amy , we are happy to hear you will still represent us ."
526,go &quot; get rid of obamacare &quot; .,1,0,go get ' em frank
527,cosponsoring if you are doing the job ?,1,0,amy when did you become the victim ?
528,"the house has been done by the american people &apos;s republican party e. , senator mccain .",1,0,"the analysis was done by the staff of united states senator charles e. schumer , democrat of brooklyn ."
529,it is time for me that a balanced budget amendment with a lot of the haine can &apos;t be able to get rid of our military .,1,0,it 's unacceptable to me that a white supremacist with a long record of hate can honestly be allowed to have one of our highest offices .
530,i &apos;m sure they will be able to do something about it .,1,0,i fear they are very vulnerable right now .
531,thanks marco schakowsky,1,0,thank you jan schakowsky
532,"thanks for standing up for the good work , mia .",1,0,"thanks for looking at the big picture , senator booker ."
533,great job sir .,1,0,great work congresswoman .
534,corridor your support of sc,1,0,keith your a racist hack
535,"i agree , i am very proud of a balanced budget , and i know that all who have a lot of the gop should not be impeached .",1,0,"i agree , i suffer from post traumatic stress , and i think all of us who have mental illness should not be allowed guns ."
536,this is not going to defund obamacare .,1,0,it is not blue vs. red .
537,trump is the only thing that wants to get rid of the sheila of people .,1,0,trump is the only person who refuses to accept the verdict of the people .
538,"i wish you would have to get rid of a third party , but to do something about a third party and a third party candidate on this administration &apos;s time for the rest of the people of this administration and ted cruz .",1,0,"i urge you to listen with an open mind to a fact-filled , but uncomplicated talk given by a mother and former food analyst about these gmo foods that 64 other nations of this earth label and 38 ban ."
539,i would like to see my president in congress and keep up my vote and get them out of office i think i am .,1,0,i will call my representative in congress and voice my concerns and to let them know i find bannon unacceptable .
540,"it is a true job of his own , but i &apos;m sure that he is one of his bulls , who i know he is one of his , , cbs , and his clothing , but his job , the caricature , his operate , with his own draws , 21st , from his venezuela .",1,0,"trump says he paid all the banks dept off , when they had financial problems , which i know is another one of his lies ,"
541,"i &apos;m very disappointed that people of the &quot; puppeteers &quot; , like the republican party , as well maxine , vote for it is going to be done like the &quot; concession &quot; from the american people when they are out of office .",1,0,"i am saddened that those of the &quot; political elite &quot; such as maxine waters , vote to force legislation such as the &quot; affordable &quot; care act upon americans while they themselves are exempted from it because it is &quot; too expensive &quot; ."
542,"maybe you can &apos;t stand up , rand paul ... but you have been doing a great job with the house that is going to get rid of the capitol of the irs !",1,0,"maybe you can 't sing , ms. warren ... but you certainly do make beautiful music among the cacophony that comprises capitol hill !"
543,neverstopfightingtillthefightisdonehereendeththelesson is our only hope to stop obama care .,1,0,bernie is our best hope to defeat trump
544,she is one of a lot of the letsmakeamericagreatagain ... what is right ) but obama has not been impeached and diplomatique .,1,0,she and and bernie are both passionate about economic issues ( which is great ) but bernie just doesn 't have the diplomatic and foreign service acumen .
545,"the people are going to get rid of their own agenda and they are not going to lining out of office , as well as hallways , and 202-224-6154 , or subversive of their tax dollars , obamacare and the american people .",1,0,"journalists will engage strictly in the professional conduct worthy of their profession and refrain from abuses of power , as well as threats , intimidation or harassment of their sources , readers and the general public ."
546,"hey rand paul love how to do your job now to this country , if you are doing so much .",1,0,"hey senator chuck schumer how about opening your home up to these people , since you care so much ."
547,why is it a great time that wants to get rid of all the changed and now that congress has not been in office with us .,1,0,why that is a great idea lets all censor ed now that ed is not agreeing with us .
548,"mr scott is a traitor , senator , bigot , bigot , obamacare , obamacare .",1,0,"donald trump is a hatemonger , racist , bigot , terrioist , rebel riser , warmongering demagogue ."
549,"senator mccain has been able to do something about the people of south carolina for not quell it , in a emotionally-charged emotionally-charged .",1,0,"mr trump 's grandfather even resorted to pleading with the prince of bavaria not to deport him , in an emotionally-charged letter ."
550,"lenders obama is a true conservative who has been doing something about it , if he is going to get rid of the people , if it &apos;s going to do his job , he will do his job for them to stop them from them leing , they are going to get rid of cancer , and he is in the way of congress .",1,0,"hillary is an evil woman who has done terrible things , anyone is better then killiary , if she really cared about woman she would be doing her best to banned abortions , abortions causes lots of cancer , and is up to 10x more dangerous then giving birth ."
551,"yes sir , i have been doing something about his job and his fox for the people .",1,0,oh yes i 've heard all about his respect and concern for every single person .
552,"then camp this bill by doing the draws of the republican party , obama care , the american people !",1,0,"and then fix this mess by declaring the winner of the popular vote , hillary clinton , the president-elect !"
553,"apparently , the american people are going to do something about it as well as the same way that you are a crumbs of the people who have been doing in the constitution &apos;s enthusiast qui who is going to the house .",1,0,"apparently the american public is now going to have to repent as well senator , due to the fact that you were one of the 12 democrats that led to the killing of cheaper prescription medication coming out of canada ."
554,everyone and a rino .,1,0,quite a wonderful governor and person .
555,thanks lawmaker for your job .,1,0,thank you for your tireless work .
556,i have always been praying for my vote,1,0,i mailed mine today patty
557,"and yes , it &apos;s time to get rid of the debt ceiling !",1,0,"and , yes , it is time to ratify the equal rights amendment !"
558,"you 1985 , the rest of third party are going up for the people in office , in the house , who has done to your constituents ?",1,0,"you mean , the drugs produced by the pharmaceutical companies here , in the states , who donated to your campaign ?"
559,congratulations to our republican party !,1,0,congrats to our new senator !
560,there has no experience in the last election .,1,0,there have been no progress in eight years .
561,we need to see rand paul .,1,0,we need you sen warren .
562,"just because he does not want to get rid of your own party , colette doesn &apos;t let him a cheerleader .",1,0,"just because somebody doesn 't choose to ride your hobby horse , colleen , doesn 't make him / her a criminal ."
563,i &apos;m praying you will vote against your constituents in office to get rid of washington .,1,0,please represent your constituents further by switching your superdelegate vote to bernie sanders .
564,thanks for standing up to the constitution now .,1,0,thanks for speaking today at the dem convention .
565,"great job was doing rand paul love obama &apos;s 385,000 in whim for this position .",1,0,"big pharmacy paid corey booker $ 385,000 in contributions for that vote ."
566,trey gowdy ! !,1,0,whoop whoop handle it elizabeth ! ! !
567,"i &apos;m doing it when the people like you are going to do something about this , but don &apos;t vote for a job to get rid of obamacare .",1,0,"i love it when people like ew make statements like this , but add no evidence to back up claims ."
568,"i &apos;m a disappointed , but this administration and the rest of the constitution should be impeached .",1,0,"i am a trump supporter , but this lady and the environmental choice have to be turned down ."
569,"the truth is not going to do something about the people , they need to get rid of their fabric .",1,0,"the right wing doesn 't want to work with democrats , they just want their own way ."
570,what other people in the senate is trying to get rid of obamacare a an ?,1,0,what other country in the world is averaging 355 mass kill situations a year ?
571,"boehner has been doing a lot of the american people &apos;s house to get rid of obama , then it &apos;s time that there is no reason that there is no shitter in office as well as the way of the american people in order to do something .",1,0,al franken becomes 5th of 9 jewish democratic senators to back iran nuclear deal was there any doubt
572,"now , we need to get rid of the industrial of education for the republican party .",1,0,now we need to work on fmla equal rights for the glbt community .
573,i can &apos;t believe that we are going to get rid of the way and the way we want you in the senate .,1,0,i cannot believe how lucky we are to have both you and amy serving us in the senate .
574,"if you are so many of the way , why don &apos;t you do the right thing to support this administration with your support of obamacare in office for your way to get rid of 267 of the republican party and will vote for the only thing that is right , to stop the debt ceiling ?",1,0,"if you are so concerned about the issue , why weren 't you the one to introduce this bill with your supposed safety regulations in place instead of taking $ 267 k from the pharmaceutical industry and voting against the only measure being attempted to be taken , to lower prescription costs ?"
575,"if this is the way , then why are you going to get rid of obama care ?",1,0,"if this is the case , then why did you vote bernie 's plan down ? ! ?"
576,"ms. devos and obama care is going to be the republican party , because the constitution in office , as well as the rest of the house is going to be impeached if he has been doing away with obama care .",1,0,"elizabeth warren and donald trump both want clinton to be the democratic nominee , because ongoing polling shows that he has much better odds of being elected usa president if he runs against clinton , instead of sanders ."
577,congressman gowdy - in all of other money to get the government out of the american people .,1,0,congressman pallone - other ways to help the community might include keeping bank of america solvent .
578,get it beto .,1,0,get it beto .
579,thanks lawmaker for your job on this administration .,1,0,thanks for your contributions on this important bill .
580,obamacare is still cheaters,1,0,cheaters are cheaters forever
581,did you vote against this country when obama has done for him ?,1,0,did you have those same tears when obama did did it for 6 months in 011 ? ? ?
582,or 1983 sir !,1,0,nor middle class !
583,"senator mccain - i have been a lot of your constituents for more than the house , i know your vote , i am sure you are going to do something about it .",1,0,"senator warren - i 've been a fan of yours for more than s decade , i 've bought your books , i know you know what 's happening ."
584,"you have been doing the good job , sir .",1,0,"you backed the wrong candidate , al ."
585,thanks 910 you are going to be a third party as well as we are there to get rid of a lot as well for us a balanced budget for us that we are there to get rid of a lot like we the people .,1,0,thank you -thank you for being such a sound caring voice for us
586,trey gowdy senator mccain &apos;s d??mocratique,1,0,satelitlgtvusa satelitlgtv house democratic leader nancy pelosi
587,"thanks for standing up for you , sir .",1,0,"thank you for your work , earl ."
588,what about obama care ?,1,0,what about for men ?
589,betsy devos !,1,0,kamala 2016 !
590,"senator mccain , i hope you &apos;re going to be a balanced budget , we need you to do something about your job .",1,0,"senator booker , please continue to be a bright light of hope , we need your leadership more than ever ."
591,"go , trey gowdy !",1,0,"go , sherrod , go !"
592,reid love what he wants to do .,1,0,bernie says what he knows to be right .
593,"i have been praying for replies in congress but now , i am very disappointed with the recognize of the horribles who are going to get rid of the same side of a lot of people .",1,0,i used to love living in oregon but lately i am continuously disappointed by the awful decisions being made that will ultimately lessen the quality of many lives .
594,"marsha , thanks for all you do .",1,0,"congresswoman , thanks for all you do ."
595,this is harold .,1,0,this is bullshit .
596,how about we the people of the republican party are going to get rid of their own president in office ?,1,0,how can tea party representatives look these brave civil servants in the face ?
597,a true man ! !,1,0,a truly awesome lady !
598,don &apos;t you vote against betsy devos as well about the constitution to get rid of the debt ceiling by doing the constitution &apos;s ?,1,0,didn 't sen warren just subtlety undermine the validity of the results by highlighting the popular vote ?
599,"many people are doing it because he is right , and is a lot of the people who contra .",1,0,lots of people are listening to her because she makes sense and is a very intelligent woman .
600,ninth % of the people who are doing in the house is going to be a de or wherein for neuroscience or obamacare to be impeached .,1,0,"70 % of students entering college need either remedial math , english or both in order to be competent ."
601,the gangster of -------- obama care to get rid of congress in congress .,1,0,-------- trump 's refusal to acknowledge russia 's involvement in the election .
602,how about a balanced budget amendment more tax .,1,0,how about some new more strict gun control law .
603,"we have been doing the job , we don &apos;t want obamacare and wielding for a time , we are not going to mostly , we don &apos;t know .",1,0,"we respected the office , we didn 't whine and cry for months , we didn 't protest , we didn 't boycott ."
604,"hey rand paul for your vote , you have lost me what i am sure i voted for the constitution .",1,0,hey cory thanks you for your vote - you 've reminded me how glad i am that i 've left the democratic party .
605,don &apos;t want to know what he is doing something about it .,1,0,can 't wait to learn how it went from patty .
606,betsy devos constancia,1,0,gerry ramirez constancia limas
607,cosponsoring klobuchar is a good one of them .,1,0,amy klobuchar was one of those 3 .
608,"thanks , mia and actuality .",1,0,"thanks , debbie and elizabeth ."
609,"i hope it was not a vote for the people &apos;s 1599 now , the constitution that is going to get rid of spending cuts .",1,0,"i hope it was a no vote on hr 1599 today , the law that would outlaw statewide gmo labeling ."
610,"it &apos;s time to get rid of the republican party &apos;s plan to defund obamacare , and the affiliations that is going to us in the white house and do something about a significatives of the debt ceiling .",1,0,"it 's time to relegate the neanderthal rifle association to the dust pile of history , and past time we join the civilized world and pass meaningful gun control measures ."
611,"may god bless for the lbj and those who are going to be done , to do something about the consisted of a balanced budget .",1,0,thank heavens for lbj and those who were futuristic enough to realize the dire need for medicare .
612,what is it going to be done with sinning to stop the debt ceiling for all americans ?,1,0,what about actively sinning by voting against lowering drug prices for all americans ?
613,and i &apos;m sure you &apos;re not going to have a vote for all the house bennet or any other people in south carolina .,1,0,and i would bet that you haven 't sent one suggestion of solving anything to senator bennet or any other colorado public servant .
614,i am very disappointed in a balanced budget amendment to the senate .,1,0,i 'm ready for a progressive revolution within the democratic party .
615,"letsmakeamericagreatagain and his family are going to see that the government has the power to all , enterprises or contrived .",1,0,"warren and her ilk believe that the government has the solution to every problem , real or contrived ."
616,your a true republican party in the senate to melissa,1,0,your proud ohio supporter melissa wynemia kritzell
617,where was your constituents for the people of south carolina ?,1,0,"where were your tears for the victims on september 11,2001 ?"
618,"ryan , he needs to be impeached from the house and the rest of the house now .",1,0,"amy , it must be hard representing minnesota and the diverse views here ."
619,the people of the house are trying to get rid of obamacare &apos;s executive orders and violence .,1,0,inner city blacks are enslaved by progressive policies in perpetual poverty and violence .
620,"as a true conservative , i can &apos;t see you that a lot of your constituents has been going to get rid of the money just to get rid and vote for this d??veloppements .",1,0,as a trans woman i can tell you that many members of my community have turned to sex work just to survive and will be hurt by these developments .
621,"throat you have the same thing and race to do something about &quot; love and prier &quot; for those who have been impeached by a third party bill , and 2f the rest of the people who are going to get rid of obamacare .",1,0,you have the obligation and responsibility to do more than &quot; mourn and pray &quot; for those who were murdered by another senseless act of violence and express regret to the loved ones left behind in utter despair .
622,ok ... you have lost the way of congress but you have not been doing anything about the debt ceiling bill in office to get rid of those of us who are going to go to do something to stop for a ??clair?? .,1,0,ok ... you toughened pipe lines but you have not toughened gmo label laws in support of medical advice to those of us who need labeling so we can make an informed choice .
623,i am very disappointed to see you sir .,1,0,i am normally proud to call you my representative .
624,i am praying you and your family,1,0,i admire you and your work ethics
625,"betsy devos , the debt ceiling .",1,0,"hr 34 , the 21st century cures act ."
626,thanks qe for the constitution !,1,0,thank you congresswoman hanabusa for spreading the word !
627,we are there to stand up for our constitution that is a great man of this administration &apos;s forc?? who has been done in office .,1,0,we were there to support our granddaughter who is one of the victims of this violent forcible rape which occurred in october .
628,"ryan , the constitution is the leviathan of the republican party .",1,0,"russell , the pipa is the senate version of the bill ."
629,all those who are going for a lot that is in a congr??s who is going to have a lot of the house that is a true conservative than his father &apos;s executive orders .,1,0,"anyone who would vote for a man to be in congress who is a know thief , stealing money from charity for his baseball team , well , then they deserve him ...... but for all the good people out there its ron kind and only ron kind"
630,stand up for rand paul : / / 11 / outsourced / 11 / 11 / 223 / 11 / 846 /,1,0,protest nbc 's &quot; outsourced &quot; http : / / www.thepetitionsite.com / petition / 223 / 276 / 846
631,"instead of my congresswoman rand paul , you are going to get rid of you ?",1,0,"to my congresswoman debbie wasserman schultz , you wanna redeem yourself ?"
632,"thanks for standing up for your job , obamacare .",1,0,"thank you for your work so far , sen. harris ."
633,senator mccain ... who has been doing something for you now ... i know ... don &apos;t vote against this country more than i &apos;m not going to pay in this country more ... secrecy that your constituents have been abandonn?? all of our tax bill .,1,0,senator booker ... jersey girl here ... who voted for you twice .... i am afraid ... don 't want to engage in this society any longer .... still shocked that my countrymen abandoned everything good about our value system
634,"the current administration is not qualified and obama care is all to be done with the de of his consituency , don &apos;t ca-7 it .",1,0,"polling data is not super secret and mr. pallone is absolutely voting against the desires of his consituency , make no mistake about it ."
635,"see the rest of dearie , ted cruz has been doing something about it &apos;s time , the irs is going to get rid of a lot of south carolina care .",1,0,"see the latest numbers dearie , 2007-2010 dems received almost 21 million , the gop almost 14 million from those corporate puppet masters ."
636,stand up for this administration ... the rest of the people are going to get rid of it and stop the debt ceiling ...,1,0,stand up against this travesty ... gmo practices strangling farmers and poisoning the food chain ...
637,"thanks , mr. gowdy , to do a great job .",1,0,"thank you , mr. yarmuth , for taking a stand ."
638,"trey gowdy , keep up for your family as well !",1,0,"tulsi gabbard , mahalo nui for your services too !"
639,he is a true patriot .,1,0,he was a very talented actor .
640,the republican party is going to go for the house .,1,0,his nobel prize more of a sham than al gore 's if thats even possible krugman argued against japanese qe then argued in favor of the fed and treasury doing the same thing here .
641,how many of bernies or the republican party have been impeached for president ?,1,0,how many of bernies or hilary 's events were disrupted by republicans ?
642,and to your constituents mr. gowdy !,1,0,and to you too congressman chris van hollen !
643,"and i think they have been doing something about it for the way , ... no .",1,0,and i believe they already picked hillary for the seat unfortunately : ( .
644,"keep up my vote for the constitution , when you are going to get rid of obama care , if you know that the way of difference is not what the people want .",1,0,"lost my vote for re-election by voting against sanders , when will your lot learn that going against sanders is not what the people want ."
645,"thanks upsets , mr. gowdy ! ! !",1,0,"thank you , senator tester !"
646,"you have been doing this job , mr. scott .",1,0,"you have such class , elizabeth warren ."
647,"this is doing that the irs has been doing and what the rest of congress have been done and muslin , but all of the rest of them are ??gales ?",1,0,does that mean equal hours worked and equal productivity and all other things equal ?
648,my father and i hope you are our president .,1,0,my husband and i are so grateful you are our representative .
649,they need to get rid of the constitution and the debt ceiling .,1,0,they need to look into the popular vote system and the electoral vote .
650,wildlife - my vote is tom .,1,0,staff : my name is donald .
651,"i thought you have been doing something about more 477,00 of south carolina &apos;s budget and obamacare , i don &apos;t know the same thing that you are going to me or my family and reminder .",1,0,"i read that you accepted over $ 477,00 from big pharmaceuticals between 2011 and 2016. i don 't feel like you are representing me or my family or neighbors ."
652,"to see , you are still in the way for a lot of people when i was not going to be impeached .",1,0,"to think , you were already fighting for equal rights when i was only a toddler ."
653,"thanks marco , a basicaly that we do not know .",1,0,"thank you elizabeth , a tragedy we won 't forget ."
654,"is it true , congresswoman sinema , who did you vote for this country to this country in office and because i can &apos;t be impeached ? ?",1,0,"is that true , congresswoman sinema , that you voted to hold this country hostage and because of it i might be homeless next month ? ?"
655,clinton / franken &quot;,1,0,clinton / franken ' 16
656,"if you really know what you have been doing , you are going to stop obama .",1,0,"if you really believed in what you said , you would 've endorsed bernie ."
657,"hey marco , why are you going to the time when the people are trying to get rid of your constituents ?",1,0,"hey liz , how do you sleep at night when illegals are allowed to rape your voters ?"
658,"the president you &apos;re doing is to be a lot of sc &apos;s house , but you have no experience to say it in the constitution for all of the people you have done as well for lutter .",1,0,the person you claim to be would be 100 % behind bernie yet you did nothing to aid him in fighting for all those things you listed as important to fight for .
659,"since the constitution is going to get in the white house and rand paul will be on the way of erreur , rino is the only way to see , rubio is the only way to get rid of the republican party .",1,0,"considering that sanders beats trump in battleground states and hillary is within the margin of error , sanders is the real hope to keep trump out of the oval office ."
660,i am very disappointed with the republican party &apos;s ... and &quot; he is doing something about it ... trump you are going to do what you want to get rid of office ... he has burnie ...,1,0,i 'm excited about trump 's magic wand .. &amp; &amp; &amp; ' he is smart ... trump will tell you what you want to hear ... he even said so ... quite recently ...
661,"so disappointed that i have been the only way i have been the only one of congress to do something about it , i am disappointed that the republican party and franken have been doing something about obamacare for what is going on their own .",1,0,as excited as i was that mn passed equal rights marriage in mn i was shocked that senator klobuchar and franken voted against minnesotans rights to know what 's in their food .
662,the solyndra of you and other republicans to get it as if this is &quot; reconsider &quot; .,1,0,the nerve of you and other democrats to make this appear as if it is ' someone else 's fault ' .
663,"now , we need to get rid of the debt ceiling",1,0,today we saw the democratic peaceful transition of power take place .
664,proud that you are my family senator paul .,1,0,proud that you 're my representative
665,"i am a true conservative and i &apos;m sure that the people are going to get rid of obamacare for as well about the way , so much on the debt ceiling - i am sure your vote for the same thing that parlent of this administration .",1,0,"i 'm a social worker and know well how people end up unemployed for so many reasons , few relating to drug use - i appreciate your respect for the evidence that speaks against this policy ."
666,"marsha you are going to do for the people who is not going to do something about it to themselves- the american people , or the people .",1,0,"debbie- thank you for always standing up for people who are unable to stand up for themselves- the poor , vulnerable adults and children ."
667,devos has been doing anything to get rid of &quot; our conservative valeurs .,1,0,hilary please stick to talking about &quot; our progressive values .
668,"instead of the house that they have been aot , incarcerations , ted cruz , difference and alas with a lot of people who are going to get rid of obamacare .",1,0,"in counties where they have aot , incarcerations , emergency hospitalization , homelessness and violence involving those with severe mental illness decrease ."
669,we need to see all the american people who are going to get rid of obama care .,1,0,must of been all russians filling arenas all over america attending those trump rally 's .
670,this is what you are doing something about obamacare ?,1,0,this is what you 're shedding tears for ?
671,"the american people want a lot of xenophobiic , translated , and obama care is going to be impeached .",1,0,"the republican people want a xenophobiic , racist , semester , authoritarian leader who gets things done ."
672,"thanks senator gowdy schumer and i am sure you can &apos;t get your vote out of the way that : a lot of south carolina is going to say it because it &apos;s time for him , in now he will get rid of obamacare !",1,0,"thank you senator chuck schumer and i love that you can reveal your heart &lt; 3 that monster trump wont cry because he lacks any empathy , besides , it would leave runs down his orange spray tan !"
673,"since the way that the people are being done , it is in charge of a lot of people who are in office , if they do something about it , if they are going to get rid of the house , then all of them are going to get rid in a lot of salaire , participation with the way of a few hell .",1,0,"given the rate at which people are hired , looking at three people per one job ( it 's actually more ) , after they get out of college , many wind up in minimum wage jobs anyway plus the burden of a student loan debt ."
674,teens rand paul has been doing a great job that they have been doing all of your own on the debt ceiling .,1,0,blue cross of mn sent a letter saying they spent all their money on covering health benifits .
675,"hey marco , please do your job / vote against what you are doing !",1,0,"hey rick , use your representative voice / vote by voting what the people that you represent want !"
676,nau you should have been doing the right thing in a third party vote in a lot of the republican party as well who eliazbeth obama is doing his job to the dnc to get rid of the dnc for the way of the federal election .,1,0,you guys probably missed the article hidden in a small article on page 6 of the liberal la times where eliazbeth warren expresses her negative feelings toward the dnc for shamelessly effecting the outcome of the democratic primary .
677,i really like the irs .,1,0,i love trains too .
678,"please stand up for this administration , and don &apos;t want to get rid of this president .",1,0,"please lead on this senator , and don 't attend"
679,"also , senator mccain , and your family , the president of the house , the american people , the american people , the president of the senate , the people of the senate , the president &apos;s executive orders , the american people from the house , the people of the house , has been doing a good job on the debt ceiling .",1,0,"check out one wisconsin now exec director , and your constituent , scot ross discussing the economic impact of student loan debt on the melissa harris perry show from this past weekend : http : / / youtu.be / -rtks4v3hqe &#91; &#91; video _ share _ youtube &#93; &#93;"
680,the flag on the constitution has been impeached for a lot of time .,1,0,the bridge over the st. croix has been discussed for over 15 years .
681,"it &apos;s a third party and his administration , but 202-224-6154 to the contagious of law .",1,0,it 's a great country and its democratic but a far cry from the greatest democracy .
682,"since the constitution , the constitution is not going to do his job for our borders for our tax dollars ... as a republican party , a lot of politique , and the constitution ) and the constitution ) and the people .",1,0,"since the election , trump has only doubled-down on his contempt for our democratic values ( like a free press , political dissent , dispassionate rhetoric , and the constitution ) and institutions ."
683,"congressman gowdy , i hope you for your support on the constitution of the house , now we need to get rid of the constitution in the house to get it out .",1,0,"congressman sherman , thank you for your leadership on house resolution 752. now , we need to get the resolution to the house floor so that it can be voted on ."
684,another republican party is going to obama care .,1,0,another republican heard from elizabeth warren .
685,"trey gowdy , god bless america , senator paul ( trust ) vote for , no one obama care ( 1895 ) brushaber &apos;s knowledge of the brushaber and a third party",1,0,"hylton v. united states , 3 dallas 171 ( 1796 ) pollock v. trust co . , 157 u.s. 429 ( 1895 ) brushaber v. union pacific r. r. co . 240 u.s. 1 ( 1916 ) .."
686,"we need , mr. gowdy .",1,0,"we need you , earl ."
687,"thanks sir , you are going to do your job and get rid of so much for us .",1,0,"thanks patty , you always roll up your sleeves and work so hard for all of us ."
688,senator gowdy schumer - why are you the people ?,1,0,senator chuck schumer - where are you guys ?
689,trey gowdy ?,1,0,are we endorsing bernie yet ?
690,keep fighting the good work mia !,1,0,keep walking the talk senator schumer !
691,the constitution is out of control and moralement in office .,1,0,the democratic party is ethically and morally bankrupt .
692,"senator scott , if you want to get rid of congress , i will be praying for the pro-bono of my pro-bono .",1,0,"senator brown , if you ever need real estate appraising advice , i will be glad to offer my services pro-bono ."
693,i am glad for this bill of the constitution .,1,0,i am grateful for this kind of political leadership .
694,pingree you have been going to do something about it ... please vote against obama care and get rid of office to be a grand for is a lot of the people ...,1,0,elizabeth you used to stand for something .... look at mohammed ali and realize that some times you need conviction to be a great human ... get that egg off your face ...
695,trump is as well orange .,1,0,trump is also orange .
696,there has been a 28day that the senate will never be impeached by the senate for the house .,1,0,there was an indication that bannon will need to be confirmed by the senate for the nsc .
697,we all know that he is going to do obama .,1,0,we all know she endorses bernie .
698,keep up your good work tom .,1,0,hold your ground sen booker .
699,"we love there , obama is going to be done to do the right thing for the american people for the american people .",1,0,"we love ya , amy , keep on doin the right things for the american people"
700,and if he doesn &apos;t care about his own elizabeth .,1,0,and if he doesn 't kick his ass elizabeth .
701,"don &apos;t get rid of obamacare on the yeesh in the house , and what you can &apos;t do it .",1,0,have parent student lectures on violence in the home and what can be done about it .
702,americans are not going to do something about a bunch of office for the pm of obamacare .,1,0,canadians are not dying at a higher rate due to unsafe drugs .
703,sounds like ted cruz &apos;s stuffed corey .,1,0,sounds like big pharma talking points corey .
704,"gowdy , you have been doing something about this stagnated by not going to vote against betsy devos , for the rest of your constituents .",1,0,"al franken , you contributed to this debacle by not supporting bernie sanders , against the will of your constituents ."
705,uglist you are a true conservative and should be able to nutcase the debt ceiling .,1,0,you are a great senator and should consider running for the democratic nomination in 2020 .
706,probably cellphones and get rid of obamacare .,1,0,probably bought and paid for by big pharma .
707,he has been impeached and renting and soldier and he has been doing the rest of obama,1,0,he was courageous and honest and straightforward and he served minnesota so well.v
708,"dear trey gowdy , in america , the american people are b-day and tu??s a lot .",1,0,"dear tulsi gabbard , in china , 27,397 dogs are tortured and slaughtered per day ."
709,the current and infringement is in office for this position .,1,0,peaceful and lawful protests are in order at this point .
710,"get rid of the current tax cuts , and tr??s .",1,0,"make assault rifle ammunition very , very costly ."
711,get rid of him in south carolina is a good choice for america .,1,0,having debbie stabenow in washington dc is a very good thing for michigan .
712,yes and you have been a good man for so many people in the house .,1,0,hillary and you have been such an inspiration for so many people all around the world .
713,obamacare has been doing a great job,1,0,doggett has always been a class act
714,the only hilliary of your job is going to be impeached .,1,0,the only equality your interested in is equal things .
